,lung cancer,active pulmonary tuberculosis,acute myocardial infarction,alzheimer's disease,basal cell cancer,bladder cancer,breast cancer,cervical cancer,cholangiocancer,chronic lymphocytic leukemia,chronic thromboembolic pulmonary hypertension,clear cell renal cell cancer,colorectal cancer,coronary artery disease,cutaneous squamous cell cancer,depatocellular cancer,diabetic retinopathy,esophageal squamous cancer,facet joint osteoarthritis,gastric cancer,glioblastoma,glioma,head and neck squamous cell cancer,heart failure,hepatic steatosis,hepatocellular cancer,human thoracic aortic dissection,hypertension,hypertrophic cardiomyopathy,hypopharyngeal squamous cell cancer,leukoaraiosis,liver cancer,lung adenocarcinoma,major depressive disorder,multiple sclerosis,multiple system atrophy,myocardial infarction,non-small cell lung cancer,oral cancer,oral squamous cell cancer,osteoarthritis,osteosarcoma,ovarian aging,ovarian endometriosis,pancreatic ductal adenocarcinoma,papillary thyroid cancer,pre-eclampsia,prostate cancer,radiation-induced liver fibrosis,retinoblastoma,rheumatoid arthritis,severe acne,glioblastoma multiforme,laryngeal squamous cell cancer,acute kidney injury,hypertensive,pancreatic cancer,colon cancer,tuberculosis,intracranial aneurysms,hepatoblastoma,malignant melanoma,lupus erythematosus,chronic myeloid leukemia,melanoma,pterygium,hirschsprung disease
chronic thromboembolic pulmonary hypertension,1.294012750900524e-35,1.0303033999665115e-35,1.8235908283285834e-35,1.8235908283285834e-35,1.064437641372535e-38,8.890568172258581e-38,1.6452047040213302e-39,5.204038185681981e-38,1.6262733857877806e-35,1.8235908283285834e-35,1.0,1.8235908283285834e-35,3.231438258298891e-40,1.5240102742801396e-37,1.4296398900068756e-48,1.8235908283285834e-35,1.294012750900524e-35,9.585537204502304e-39,2.9753609121673516e-36,2.329200350757401e-67,1.902849957604825e-36,9.195667651601326e-36,1.8235908283285834e-35,2.923056755313985e-37,1.6262733857877806e-35,2.6601526375140422e-36,1.8254316543960976e-46,3.056282115303758e-38,2.6214634899570674e-37,1.0303033999665115e-35,1.6262733857877806e-35,1.8235908283285834e-35,7.985370076879139e-38,6.54415410415054e-36,7.328713608455906e-36,1.1545607706896879e-35,1.8235908283285834e-35,4.663816582146553e-36,2.378700992333566e-36,1.8235908283285834e-35,1.1545607706896879e-35,5.8445074427876526e-36,3.779905365189321e-38,1.1545607706896879e-35,1.8924697566548627e-37,1.0303033999665115e-35,7.173302226019078e-38,1.6262733857877806e-35,2.3513184000899613e-37,1.8235908283285834e-35,1.902849957604825e-36,1.1545607706896879e-35,1.8235908283285834e-35,1.8235908283285834e-35,1.8235908283285834e-35,1.6262733857877806e-35,1.450543335386055e-35,1.8235908283285834e-35,1.8235908283285834e-35,1.8235908283285834e-35,1.8235908283285834e-35,1.8235908283285834e-35,1.6262733857877806e-35,1.8235908283285834e-35,1.8235908283285834e-35,1.8235908283285834e-35,1.8235908283285834e-35
clear cell renal cell cancer,6.94932023708209e-05,1.2025961540957542e-05,0.0023453810997101283,0.0023453810997101283,1.6644874552932505e-16,7.096874173237591e-14,2.284837560480822e-18,9.136533590899437e-15,0.000601426243196155,0.0023453810997101283,1.8235908283285834e-35,1.0,3.140369508320686e-20,3.3560388188897665e-13,3.801676778382862e-34,0.0023453810997101283,6.94932023708209e-05,7.86886098543761e-17,1.2901501677298075e-08,3.932823592439431e-58,1.8966388356621904e-09,5.5008125028774895e-06,0.0023453810997101283,1.2391812922092631e-12,0.000601426243196155,7.842479533335146e-09,1.0370977555641462e-30,3.945169735852266e-15,1.7347499608152327e-12,1.2025961540957542e-05,0.000601426243196155,0.0023453810997101283,5.250839330426753e-14,6.801485751477411e-07,1.3170990702355053e-06,2.786608979360364e-05,0.0023453810997101283,1.1021449395631812e-07,1.8966388356621904e-09,0.0023453810997101283,2.786608979360364e-05,3.6171352600504054e-07,6.889153551936661e-15,2.786608979360364e-05,6.400019116118901e-13,1.2025961540957542e-05,2.1638547076529128e-14,0.000601426243196155,1.2391812922092631e-12,0.0023453810997101283,1.8966388356621904e-09,2.786608979360364e-05,0.0023453810997101283,0.0023453810997101283,0.0023453810997101283,0.000601426243196155,0.0001909502159740683,0.0023453810997101283,0.0023453810997101283,0.0023453810997101283,0.0023453810997101283,0.0023453810997101283,0.000601426243196155,0.0023453810997101283,0.0023453810997101283,0.0023453810997101283,0.0023453810997101283
colorectal cancer,1.7093046475879335e-20,1.1446057610289876e-20,3.140369508320686e-20,4.7325395007045564e-20,4.096024468668736e-25,9.945506621271371e-23,1.71182354975797e-26,1.2995027390360843e-24,5.817943081099343e-20,3.140369508320686e-20,3.231438258298891e-40,3.140369508320686e-20,1.0,9.971521884731644e-24,1.3130816600379875e-38,3.140369508320686e-20,2.5617174771589084e-20,9.320694115482043e-25,1.3388013230096104e-21,1.0065036944801912e-60,1.9635400795511843e-21,2.0916029348852666e-20,3.140369508320686e-20,2.001808411136568e-23,3.8533036858376e-20,7.691311063731383e-21,6.54415410415054e-36,1.5355702749614192e-24,3.396984929543958e-23,1.1446057610289876e-20,2.5617174771589084e-20,3.140369508320686e-20,3.565280909200029e-24,5.185782691799986e-21,6.312857721882817e-21,1.3981273419610152e-20,4.7325395007045564e-20,2.0916029348852666e-20,2.888751767011703e-21,3.140369508320686e-20,1.3981273419610152e-20,6.312857721882817e-21,5.947765060231015e-24,1.3981273419610152e-20,4.0567116910823036e-23,1.1446057610289876e-20,1.1859110580057241e-23,3.8533036858376e-20,2.001808411136568e-23,4.7325395007045564e-20,9.156033404959784e-22,1.3981273419610152e-20,4.7325395007045564e-20,4.7325395007045564e-20,4.7325395007045564e-20,2.5617174771589084e-20,2.0916029348852666e-20,3.140369508320686e-20,3.140369508320686e-20,3.140369508320686e-20,3.140369508320686e-20,3.140369508320686e-20,2.5617174771589084e-20,3.140369508320686e-20,3.140369508320686e-20,3.140369508320686e-20,3.140369508320686e-20
coronary artery disease,1.3083667489499916e-13,7.096874173237591e-14,3.3560388188897665e-13,3.3560388188897665e-13,1.1446057610289876e-20,1.1674718187705534e-18,3.5870666006017473e-22,2.538637959207608e-19,2.4433553041279446e-13,3.3560388188897665e-13,1.5240102742801396e-37,3.3560388188897665e-13,9.971521884731644e-24,1.0,3.328429911578109e-36,3.3560388188897665e-13,1.3083667489499916e-13,6.312857721882817e-21,2.9959110770478707e-15,2.0602024833704616e-59,1.0183799662032566e-15,5.250839330426753e-14,3.3560388188897665e-13,9.058057844426488e-18,2.4433553041279446e-13,2.2801740770414732e-15,4.277435468857305e-33,1.341933392937074e-19,1.1449461033059439e-17,7.096874173237591e-14,2.4433553041279446e-13,3.3560388188897665e-13,9.356028628262142e-19,2.1638547076529128e-14,2.899646240176118e-14,9.621007179067324e-14,3.3560388188897665e-13,9.136533590899437e-15,1.0183799662032566e-15,3.3560388188897665e-13,9.621007179067324e-14,1.619134162068844e-14,2.0504777493667867e-19,9.621007179067324e-14,5.692934362423354e-18,7.096874173237591e-14,4.849039492610842e-19,2.4433553041279446e-13,9.058057844426488e-18,3.3560388188897665e-13,1.0183799662032566e-15,9.621007179067324e-14,3.3560388188897665e-13,3.3560388188897665e-13,3.3560388188897665e-13,2.4433553041279446e-13,1.7849932245975127e-13,3.3560388188897665e-13,3.3560388188897665e-13,3.3560388188897665e-13,3.3560388188897665e-13,3.3560388188897665e-13,2.4433553041279446e-13,3.3560388188897665e-13,3.3560388188897665e-13,3.3560388188897665e-13,3.3560388188897665e-13
cutaneous squamous cell cancer,2.6615372400594753e-34,2.6615372400594753e-34,3.801676778382862e-34,3.801676778382862e-34,2.8878783516836777e-35,2.378700992333566e-36,8.890568172258581e-38,1.0919667089259439e-36,3.375059124732795e-34,3.801676778382862e-34,1.4296398900068756e-48,3.801676778382862e-34,1.3130816600379875e-38,3.328429911578109e-36,1.0,3.801676778382862e-34,2.6615372400594753e-34,3.6358692551528737e-37,5.784142790762881e-35,2.2940943630112292e-66,4.5855473776147504e-35,1.8663828983772392e-34,3.801676778382862e-34,4.167158725809352e-36,4.28300990049333e-34,8.204841191297623e-35,6.298550549554805e-45,1.902849957604825e-36,5.8445074427876526e-36,2.100388511899681e-34,3.375059124732795e-34,3.801676778382862e-34,3.328429911578109e-36,1.6587455137480287e-34,1.4744713051658993e-34,2.3641595445425664e-34,3.801676778382862e-34,9.222126730824272e-35,5.784142790762881e-35,4.8261789759160415e-34,2.996865785460486e-34,1.1656836299868446e-34,1.902849957604825e-36,2.996865785460486e-34,8.204841191297623e-35,2.100388511899681e-34,5.8445074427876526e-36,3.375059124732795e-34,4.167158725809352e-36,3.801676778382862e-34,1.1656836299868446e-34,2.996865785460486e-34,3.801676778382862e-34,3.801676778382862e-34,3.801676778382862e-34,4.28300990049333e-34,2.996865785460486e-34,3.801676778382862e-34,3.801676778382862e-34,3.801676778382862e-34,3.801676778382862e-34,3.801676778382862e-34,3.375059124732795e-34,3.801676778382862e-34,3.801676778382862e-34,3.801676778382862e-34,3.801676778382862e-34
depatocellular cancer,6.94932023708209e-05,1.2025961540957542e-05,0.0023453810997101283,0.0023453810997101283,1.6644874552932505e-16,7.096874173237591e-14,2.284837560480822e-18,9.136533590899437e-15,0.000601426243196155,0.0023453810997101283,1.8235908283285834e-35,0.0023453810997101283,3.140369508320686e-20,3.3560388188897665e-13,3.801676778382862e-34,1.0,6.94932023708209e-05,7.86886098543761e-17,1.2901501677298075e-08,3.932823592439431e-58,1.8966388356621904e-09,5.5008125028774895e-06,0.0023453810997101283,1.2391812922092631e-12,0.000601426243196155,7.842479533335146e-09,1.0370977555641462e-30,3.945169735852266e-15,1.7347499608152327e-12,1.2025961540957542e-05,0.01381847372085891,0.0023453810997101283,5.250839330426753e-14,6.801485751477411e-07,1.3170990702355053e-06,2.786608979360364e-05,0.0023453810997101283,1.1021449395631812e-07,1.8966388356621904e-09,0.0023453810997101283,2.786608979360364e-05,3.6171352600504054e-07,6.889153551936661e-15,2.786608979360364e-05,6.400019116118901e-13,1.2025961540957542e-05,3.896430349296753e-14,0.000601426243196155,1.2391812922092631e-12,0.0023453810997101283,1.8966388356621904e-09,2.786608979360364e-05,0.0023453810997101283,0.0023453810997101283,0.0023453810997101283,0.000601426243196155,0.0001909502159740683,0.0023453810997101283,0.0023453810997101283,0.0023453810997101283,0.0023453810997101283,0.0023453810997101283,0.000601426243196155,0.0023453810997101283,0.0023453810997101283,0.0023453810997101283,0.0023453810997101283
diabetic retinopathy,5.5008125028774895e-06,1.3170990702355053e-06,6.94932023708209e-05,6.94932023708209e-05,7.86886098543761e-17,5.250839330426753e-14,1.1674718187705534e-18,3.945169735852266e-15,2.786608979360364e-05,6.94932023708209e-05,1.294012750900524e-35,6.94932023708209e-05,2.5617174771589084e-20,1.3083667489499916e-13,2.6615372400594753e-34,6.94932023708209e-05,1.0,3.775618264464735e-17,3.0096607523816515e-09,3.1946321122434014e-58,5.038489812639903e-10,2.6386405414299963e-06,6.94932023708209e-05,4.626020842755023e-13,2.786608979360364e-05,4.8293051757518665e-09,9.082661878184586e-31,1.7392396672496985e-15,6.400019116118901e-13,1.3170990702355053e-06,2.786608979360364e-05,6.94932023708209e-05,2.1638547076529128e-14,1.1021449395631812e-07,1.9739377774633e-07,2.6386405414299963e-06,6.94932023708209e-05,6.281058617663321e-08,5.038489812639903e-10,6.94932023708209e-05,2.6386405414299963e-06,1.9739377774633e-07,2.9959110770478707e-15,2.6386405414299963e-06,2.4433553041279446e-13,1.3170990702355053e-06,2.899646240176118e-14,2.786608979360364e-05,4.626020842755023e-13,6.94932023708209e-05,5.038489812639903e-10,2.6386405414299963e-06,6.94932023708209e-05,6.94932023708209e-05,6.94932023708209e-05,2.786608979360364e-05,1.2025961540957542e-05,6.94932023708209e-05,6.94932023708209e-05,6.94932023708209e-05,6.94932023708209e-05,6.94932023708209e-05,2.786608979360364e-05,6.94932023708209e-05,6.94932023708209e-05,6.94932023708209e-05,6.94932023708209e-05
esophageal squamous cancer,3.775618264464735e-17,2.332218848054377e-17,7.86886098543761e-17,1.2944459855408013e-16,5.796111588768758e-23,1.1446057610289876e-20,3.565280909200029e-24,6.2803345296853105e-22,1.0083997630368724e-16,7.86886098543761e-17,9.585537204502304e-39,7.86886098543761e-17,9.320694115482043e-25,6.312857721882817e-21,3.6358692551528737e-37,7.86886098543761e-17,3.775618264464735e-17,1.0,1.8243985067901446e-18,2.703161639468771e-59,1.1674718187705534e-18,1.837133398730967e-17,7.86886098543761e-17,1.3981273419610152e-20,1.0083997630368724e-16,3.597238872942029e-18,1.8663828983772392e-34,2.3806995967670295e-21,1.7093046475879335e-20,2.332218848054377e-17,1.0083997630368724e-16,1.2944459855408013e-16,2.888751767011703e-21,9.058057844426488e-18,1.837133398730967e-17,2.9651566162328353e-17,1.2944459855408013e-16,7.176108714167335e-18,4.522371894757365e-18,7.86886098543761e-17,7.86886098543761e-17,7.176108714167335e-18,7.580300517683966e-22,2.9651566162328353e-17,4.7325395007045564e-20,2.332218848054377e-17,2.3806995967670295e-21,6.150448523078066e-17,2.0916029348852666e-20,7.86886098543761e-17,7.506660836488664e-19,2.9651566162328353e-17,1.2944459855408013e-16,1.2944459855408013e-16,7.86886098543761e-17,6.150448523078066e-17,4.8150787947000615e-17,7.86886098543761e-17,7.86886098543761e-17,7.86886098543761e-17,7.86886098543761e-17,7.86886098543761e-17,6.150448523078066e-17,7.86886098543761e-17,7.86886098543761e-17,7.86886098543761e-17,7.86886098543761e-17
facet joint osteoarthritis,3.0096607523816515e-09,1.2077020909677205e-09,1.2901501677298075e-08,1.2901501677298075e-08,3.597238872942029e-18,7.816750503050108e-16,7.159203707348732e-20,1.2944459855408013e-16,7.842479533335146e-09,1.2901501677298075e-08,2.9753609121673516e-36,1.2901501677298075e-08,1.3388013230096104e-21,2.9959110770478707e-15,5.784142790762881e-35,1.2901501677298075e-08,3.0096607523816515e-09,1.8243985067901446e-18,1.0,1.4948131980883853e-58,3.4437059369314973e-12,7.76518960385181e-10,1.2901501677298075e-08,9.136533590899437e-15,7.842479533335146e-09,9.972716090048574e-12,1.2793889706603843e-31,6.150448523078066e-17,1.2147234678047282e-14,1.2077020909677205e-09,7.842479533335146e-09,1.2901501677298075e-08,6.011872154603026e-16,2.1754400705844682e-10,3.297384909905079e-10,1.8966388356621904e-09,1.2901501677298075e-08,6.529506757770657e-11,3.4437059369314973e-12,1.2901501677298075e-08,1.8966388356621904e-09,1.446237509845899e-10,1.0083997630368724e-16,1.8966388356621904e-09,5.207182837606276e-15,1.2077020909677205e-09,2.7667682702385176e-16,7.842479533335146e-09,9.136533590899437e-15,1.2901501677298075e-08,3.4437059369314973e-12,1.8966388356621904e-09,1.2901501677298075e-08,1.2901501677298075e-08,1.2901501677298075e-08,7.842479533335146e-09,4.8293051757518665e-09,1.2901501677298075e-08,1.2901501677298075e-08,1.2901501677298075e-08,1.2901501677298075e-08,1.2901501677298075e-08,7.842479533335146e-09,1.2901501677298075e-08,1.2901501677298075e-08,1.2901501677298075e-08,1.2901501677298075e-08
gastric cancer,3.1946321122434014e-58,3.6693924235794234e-58,4.518273435764709e-58,4.518273435764709e-58,4.994113640131388e-60,3.798915243696719e-59,1.7131552832135864e-60,1.5710298316556913e-59,4.843176503251223e-58,3.932823592439431e-58,2.329200350757401e-67,3.932823592439431e-58,1.0065036944801912e-60,2.0602024833704616e-59,2.2940943630112292e-66,3.932823592439431e-58,3.1946321122434014e-58,2.703161639468771e-59,1.4948131980883853e-58,1.0,1.302623890279943e-58,2.9809713555455732e-58,3.932823592439431e-58,3.54872374705998e-59,3.6693924235794234e-58,1.601378686243514e-58,5.2238212848574784e-65,1.9251138071059337e-59,3.3151237953677166e-59,2.7817010581893164e-58,4.215320250319453e-58,3.932823592439431e-58,2.0602024833704616e-59,2.7817010581893164e-58,2.9809713555455732e-58,2.9809713555455732e-58,4.518273435764709e-58,2.595845179236125e-58,1.4948131980883853e-58,3.932823592439431e-58,2.9809713555455732e-58,2.260801255738549e-58,1.1203615527266067e-59,2.9809713555455732e-58,4.661351835723752e-59,2.7817010581893164e-58,2.5255689277996696e-59,4.215320250319453e-58,3.097007489893924e-59,4.518273435764709e-58,9.896189972043503e-59,2.9809713555455732e-58,4.518273435764709e-58,4.518273435764709e-58,3.932823592439431e-58,3.6693924235794234e-58,3.423730961683136e-58,3.932823592439431e-58,3.932823592439431e-58,3.932823592439431e-58,3.932823592439431e-58,3.932823592439431e-58,4.215320250319453e-58,3.932823592439431e-58,3.932823592439431e-58,3.932823592439431e-58,4.518273435764709e-58
glioblastoma,5.038489812639903e-10,2.1754400705844682e-10,1.8966388356621904e-09,4.8293051757518665e-09,1.4585443405278043e-18,4.632772398918257e-16,4.7325395007045564e-20,4.8150787947000615e-17,7.842479533335146e-09,1.8966388356621904e-09,1.902849957604825e-36,1.8966388356621904e-09,1.9635400795511843e-21,1.0183799662032566e-15,4.5855473776147504e-35,1.8966388356621904e-09,5.038489812639903e-10,1.1674718187705534e-18,3.4437059369314973e-12,1.302623890279943e-58,1.0,3.297384909905079e-10,1.8966388356621904e-09,2.9959110770478707e-15,1.2077020909677205e-09,2.0785305799296122e-11,7.655006661198639e-32,2.332218848054377e-17,3.945169735852266e-15,2.1754400705844682e-10,1.2077020909677205e-09,1.8966388356621904e-09,2.1440657497037728e-16,4.4311850328678266e-11,6.529506757770657e-11,3.297384909905079e-10,4.8293051757518665e-09,6.529506757770657e-11,8.887997840926365e-13,1.8966388356621904e-09,3.297384909905079e-10,3.025893819181331e-11,3.775618264464735e-17,3.297384909905079e-10,5.207182837606276e-15,2.1754400705844682e-10,1.0083997630368724e-16,1.2077020909677205e-09,2.9959110770478707e-15,4.8293051757518665e-09,8.887997840926365e-13,3.297384909905079e-10,4.8293051757518665e-09,4.8293051757518665e-09,1.8966388356621904e-09,1.2077020909677205e-09,7.76518960385181e-10,1.8966388356621904e-09,1.8966388356621904e-09,1.8966388356621904e-09,1.8966388356621904e-09,1.8966388356621904e-09,1.2077020909677205e-09,1.8966388356621904e-09,1.8966388356621904e-09,1.8966388356621904e-09,1.8966388356621904e-09
glioma,6.801485751477411e-07,1.9739377774633e-07,5.5008125028774895e-06,5.5008125028774895e-06,3.775618264464735e-17,2.1638547076529128e-14,6.029816958376824e-19,1.7392396672496985e-15,1.2025961540957542e-05,5.5008125028774895e-06,9.195667651601326e-36,5.5008125028774895e-06,2.0916029348852666e-20,5.250839330426753e-14,1.8663828983772392e-34,5.5008125028774895e-06,2.6386405414299963e-06,1.837133398730967e-17,7.76518960385181e-10,2.9809713555455732e-58,3.297384909905079e-10,1.0,5.5008125028774895e-06,1.7849932245975127e-13,2.6386405414299963e-06,3.0096607523816515e-09,4.6970119787588255e-31,7.816750503050108e-16,2.4433553041279446e-13,1.9739377774633e-07,2.6386405414299963e-06,5.5008125028774895e-06,9.136533590899437e-15,2.152387604247492e-08,3.6461984980543327e-08,3.6171352600504054e-07,5.5008125028774895e-06,3.6461984980543327e-08,1.446237509845899e-10,5.5008125028774895e-06,3.6171352600504054e-07,3.6461984980543327e-08,1.3294763487213674e-15,3.6171352600504054e-07,1.7849932245975127e-13,1.9739377774633e-07,6.889153551936661e-15,2.6386405414299963e-06,1.7849932245975127e-13,2.786608979360364e-05,1.446237509845899e-10,3.6171352600504054e-07,5.5008125028774895e-06,5.5008125028774895e-06,5.5008125028774895e-06,2.6386405414299963e-06,1.3170990702355053e-06,5.5008125028774895e-06,5.5008125028774895e-06,5.5008125028774895e-06,5.5008125028774895e-06,5.5008125028774895e-06,2.6386405414299963e-06,5.5008125028774895e-06,5.5008125028774895e-06,5.5008125028774895e-06,5.5008125028774895e-06
head and neck squamous cell cancer,6.94932023708209e-05,1.2025961540957542e-05,0.0023453810997101283,0.0023453810997101283,1.6644874552932505e-16,7.096874173237591e-14,2.284837560480822e-18,9.136533590899437e-15,0.000601426243196155,0.0023453810997101283,1.8235908283285834e-35,0.0023453810997101283,3.140369508320686e-20,3.3560388188897665e-13,3.801676778382862e-34,0.0023453810997101283,6.94932023708209e-05,7.86886098543761e-17,1.2901501677298075e-08,3.932823592439431e-58,1.8966388356621904e-09,5.5008125028774895e-06,1.0,1.2391812922092631e-12,0.000601426243196155,7.842479533335146e-09,1.0370977555641462e-30,3.945169735852266e-15,1.7347499608152327e-12,1.2025961540957542e-05,0.000601426243196155,0.0023453810997101283,5.250839330426753e-14,6.801485751477411e-07,1.3170990702355053e-06,2.786608979360364e-05,0.0023453810997101283,1.1021449395631812e-07,1.8966388356621904e-09,0.0023453810997101283,2.786608979360364e-05,3.6171352600504054e-07,6.889153551936661e-15,2.786608979360364e-05,6.400019116118901e-13,1.2025961540957542e-05,2.1638547076529128e-14,0.000601426243196155,1.2391812922092631e-12,0.0023453810997101283,1.8966388356621904e-09,2.786608979360364e-05,0.0023453810997101283,0.0023453810997101283,0.0023453810997101283,0.000601426243196155,0.0001909502159740683,0.0023453810997101283,0.0023453810997101283,0.0023453810997101283,0.0023453810997101283,0.0023453810997101283,0.000601426243196155,0.0023453810997101283,0.0023453810997101283,0.0023453810997101283,0.0023453810997101283
heart failure,4.626020842755023e-13,2.4433553041279446e-13,1.2391812922092631e-12,1.2391812922092631e-12,2.5617174771589084e-20,2.8650714151831006e-18,1.1067495105406069e-21,6.029816958376824e-19,8.887997840926365e-13,1.2391812922092631e-12,2.923056755313985e-37,1.2391812922092631e-12,2.001808411136568e-23,9.058057844426488e-18,4.167158725809352e-36,1.2391812922092631e-12,4.626020842755023e-13,1.3981273419610152e-20,9.136533590899437e-15,3.54872374705998e-59,2.9959110770478707e-15,1.7849932245975127e-13,1.2391812922092631e-12,1.0,8.887997840926365e-13,6.889153551936661e-15,7.007269937947181e-33,3.14638148480357e-19,2.9651566162328353e-17,2.4433553041279446e-13,8.887997840926365e-13,1.2391812922092631e-12,2.284837560480822e-18,7.096874173237591e-14,9.621007179067324e-14,3.3560388188897665e-13,1.2391812922092631e-12,2.899646240176118e-14,2.9959110770478707e-15,1.2391812922092631e-12,3.3560388188897665e-13,5.250839330426753e-14,4.849039492610842e-19,3.3560388188897665e-13,1.4492717177602276e-17,2.4433553041279446e-13,1.1674718187705534e-18,8.887997840926365e-13,2.332218848054377e-17,1.2391812922092631e-12,2.9959110770478707e-15,3.3560388188897665e-13,1.2391812922092631e-12,1.2391812922092631e-12,1.2391812922092631e-12,8.887997840926365e-13,6.400019116118901e-13,1.2391812922092631e-12,1.2391812922092631e-12,1.2391812922092631e-12,1.2391812922092631e-12,1.2391812922092631e-12,8.887997840926365e-13,1.2391812922092631e-12,1.2391812922092631e-12,1.2391812922092631e-12,1.2391812922092631e-12
hepatic steatosis,2.786608979360364e-05,5.5008125028774895e-06,0.000601426243196155,0.000601426243196155,1.2944459855408013e-16,5.250839330426753e-14,1.8243985067901446e-18,6.889153551936661e-15,0.0001909502159740683,0.000601426243196155,1.6262733857877806e-35,0.000601426243196155,3.8533036858376e-20,2.4433553041279446e-13,4.28300990049333e-34,0.000601426243196155,2.786608979360364e-05,1.0083997630368724e-16,7.842479533335146e-09,3.6693924235794234e-58,1.2077020909677205e-09,2.6386405414299963e-06,0.000601426243196155,8.887997840926365e-13,1.0,4.8293051757518665e-09,9.082661878184586e-31,2.9959110770478707e-15,1.2391812922092631e-12,5.5008125028774895e-06,0.0001909502159740683,0.000601426243196155,3.896430349296753e-14,3.6171352600504054e-07,6.801485751477411e-07,1.2025961540957542e-05,0.000601426243196155,6.281058617663321e-08,1.2077020909677205e-09,0.000601426243196155,1.2025961540957542e-05,1.9739377774633e-07,5.207182837606276e-15,1.2025961540957542e-05,4.626020842755023e-13,5.5008125028774895e-06,1.619134162068844e-14,0.0001909502159740683,8.887997840926365e-13,0.000601426243196155,1.2077020909677205e-09,1.2025961540957542e-05,0.000601426243196155,0.000601426243196155,0.000601426243196155,0.0001909502159740683,6.94932023708209e-05,0.000601426243196155,0.000601426243196155,0.000601426243196155,0.000601426243196155,0.000601426243196155,0.0001909502159740683,0.000601426243196155,0.000601426243196155,0.000601426243196155,0.000601426243196155
hepatocellular cancer,1.8966388356621904e-09,7.76518960385181e-10,7.842479533335146e-09,2.152387604247492e-08,2.8650714151831006e-18,1.7392396672496985e-15,5.817943081099343e-20,1.0083997630368724e-16,3.6461984980543327e-08,7.842479533335146e-09,2.6601526375140422e-36,7.842479533335146e-09,7.691311063731383e-21,2.2801740770414732e-15,8.204841191297623e-35,7.842479533335146e-09,4.8293051757518665e-09,3.597238872942029e-18,9.972716090048574e-12,1.601378686243514e-58,2.0785305799296122e-11,3.0096607523816515e-09,7.842479533335146e-09,6.889153551936661e-15,4.8293051757518665e-09,1.0,1.1248319127349945e-31,7.86886098543761e-17,9.136533590899437e-15,7.76518960385181e-10,4.8293051757518665e-09,7.842479533335146e-09,4.632772398918257e-16,1.446237509845899e-10,2.1754400705844682e-10,1.2077020909677205e-09,2.152387604247492e-08,5.038489812639903e-10,9.972716090048574e-12,7.842479533335146e-09,1.2077020909677205e-09,2.1754400705844682e-10,7.86886098543761e-17,1.2077020909677205e-09,1.2147234678047282e-14,7.76518960385181e-10,1.0183799662032566e-15,4.8293051757518665e-09,6.889153551936661e-15,2.152387604247492e-08,2.4388040225141126e-12,1.2077020909677205e-09,2.152387604247492e-08,2.152387604247492e-08,7.842479533335146e-09,4.8293051757518665e-09,3.0096607523816515e-09,7.842479533335146e-09,7.842479533335146e-09,7.842479533335146e-09,7.842479533335146e-09,7.842479533335146e-09,4.8293051757518665e-09,7.842479533335146e-09,7.842479533335146e-09,7.842479533335146e-09,7.842479533335146e-09
human thoracic aortic dissection,6.971563342050628e-31,5.356525805843644e-31,1.0370977555641462e-30,1.0370977555641462e-30,2.6615372400594753e-34,6.191897320814215e-33,5.149653627754836e-35,1.609371331805881e-33,9.082661878184586e-31,1.0370977555641462e-30,1.8254316543960976e-46,1.0370977555641462e-30,6.54415410415054e-36,4.277435468857305e-33,6.298550549554805e-45,1.0370977555641462e-30,9.082661878184586e-31,1.8663828983772392e-34,1.2793889706603843e-31,5.2238212848574784e-65,7.655006661198639e-32,4.6970119787588255e-31,1.0370977555641462e-30,7.007269937947181e-33,9.082661878184586e-31,1.1248319127349945e-31,1.0,2.960305190305834e-33,1.3047647811668828e-32,5.356525805843644e-31,9.082661878184586e-31,1.0370977555641462e-30,2.6195604761633406e-33,3.1715941989145785e-31,4.6970119787588255e-31,6.110158842693412e-31,1.0370977555641462e-30,2.1462580100178823e-31,1.2793889706603843e-31,1.0370977555641462e-30,6.110158842693412e-31,2.7838198488816123e-31,8.792153758789359e-34,6.110158842693412e-31,7.007269937947181e-33,5.356525805843644e-31,3.7828017035033166e-33,9.082661878184586e-31,7.007269937947181e-33,1.0370977555641462e-30,9.891758273439734e-32,7.956404448772987e-31,1.0370977555641462e-30,1.0370977555641462e-30,1.0370977555641462e-30,9.082661878184586e-31,7.956404448772987e-31,1.0370977555641462e-30,1.0370977555641462e-30,1.0370977555641462e-30,1.0370977555641462e-30,1.0370977555641462e-30,9.082661878184586e-31,1.0370977555641462e-30,1.0370977555641462e-30,1.0370977555641462e-30,1.0370977555641462e-30
